,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
1025,,,,,28554.0,,,"['BRMA07_2_2_TB', 'BRMA01_2H_2_TB', 'BRMA17_5_TB', 'NAX12_02H_2_TB', 'BRMA02_2_2_TB', 'NAX11_02H_2_TB', 'BRMA13_4_2_TB', 'BRMA09_2_TB', 'BRMA14_10H_TB', 'BRMA06_2H_TB', 'NAX3_02_TB', 'NAX8_02H_TB']",,,,,TB_RandHero2_001,,,TB_EnchWhosTheBossNow,,,NEUTRAL,,,TB,,,ENCHANTMENT
1027,,,,,2202.0,,,,,,,,GVG_046e,,,The King,,,HUNTER,,,GVG,,Increased Attack.,ENCHANTMENT
1037,,,,,2273.0,,,,,,,,GVG_067a,['AURA'],,Metabolized Magic,,,NEUTRAL,,,GVG,,Increased Attack.,ENCHANTMENT
1044,,,,,42175.0,,,,,,,,TB_SPT_DPromoSecre8e,,,Assassin's Stealth,,,NEUTRAL,,,TB,,<b>Stealth</b>.,ENCHANTMENT
1046,,,,,2426.0,,,,,,,,BRMA16_3e,,,Sonic Breath,,,NEUTRAL,,,BRM,,+3 Attack.,ENCHANTMENT
1052,,,,,38438.0,,,,,,,,OG_104e,['TAG_ONE_TURN_EFFECT'],,Embracing the Shadow,,,NEUTRAL,,,OG,,Your healing effects are dealing damage.,ENCHANTMENT
1055,,,,,3006.0,,,,,,,,LOE_113e,,,Mrglllraawrrrglrur!,,,NEUTRAL,,,LOE,,+2/+2.,ENCHANTMENT
1070,,,,,2719.0,,,,,,,,AT_074e2,,,Seal of Champions,,,PALADIN,,,TGT,,+3 Attack and <b>Divine Shield</b>.,ENCHANTMENT
1073,,,,,1740.0,,,,,,,,GAME_004,,,AFK,,,NEUTRAL,,,CORE,,Your turns are shorter.,ENCHANTMENT
1076,,,,,40403.0,,,,,,,,CFM_617e,,,Visions of Hypnos,,,NEUTRAL,,,GANGS,,+2/+2.,ENCHANTMENT
1077,,,,,36450.0,,,,,,,,LOEA16_3e,,,Lantern of Power,,,NEUTRAL,,,LOE,,+10/+10.,ENCHANTMENT
1084,,,,,2203.0,,,,,,,,GVG_021e,,,Grasp of Mal'Ganis,,,WARLOCK,,,GVG,,Mal'Ganis is granting +2/+2.,ENCHANTMENT
1089,,,,,42187.0,,,,,,,,XXX_115e,,,Destroy Played Card Enchantment,,,NEUTRAL,,COMMON,CHEAT,,"Whenever a player summons a minion, destroy it.",ENCHANTMENT
1104,,,,,42631.0,,,,,,,,CFM_643e2,,,Smuggling,,,WARRIOR,,,GANGS,,+1 Attack from Hobart Grapplehammer.,ENCHANTMENT
1108,,,,,2845.0,,,,,,,,AT_077e,,,Extra Poke,,,NEUTRAL,,,TGT,,+1 Durability.,ENCHANTMENT
1113,,,,,40632.0,,,,,,,,CFM_305e,,,Smuggling,,,PALADIN,,,GANGS,,+1/+1 from Smuggler's Run.,ENCHANTMENT
1114,,,,,2787.0,,,,,,,,AT_040e,,,Kindred Spirit,,,DRUID,,,TGT,,+3 Health.,ENCHANTMENT
1116,,,,,2849.0,,,,,,,,AT_073e,,,Competitive Spirit,,,NEUTRAL,,,TGT,,+1/+1.,ENCHANTMENT
1129,,,,,729.0,,,,,,,,EX1_508o,,,Mlarggragllabl!,,,NEUTRAL,,,CORE,,This Murloc has +1 Attack.,ENCHANTMENT
1133,,,,,1628.0,,,,,,,,EX1_004e,,,Elune's Grace,,,NEUTRAL,,,EXPERT1,,Increased Health.,ENCHANTMENT
1134,,,,,38701.0,,,,,,,,TB_PickYourFate7Ench,,,Fate 7 Ench Get a Coin,,,NEUTRAL,,,TB,,,ENCHANTMENT
1138,,,,,2184.0,,,,,,,,GVG_022b,,,Tinker's Sharpsword Oil,,,NEUTRAL,,,GVG,,+3 Attack.,ENCHANTMENT
1145,,,,,42086.0,,,,,,,,CFM_611e,,,Demonic Draught,,,NEUTRAL,,,GANGS,,+3 Attack.,ENCHANTMENT
1148,,,,,1734.0,,,,,,,,GAME_003e,,,Coin's Vengence,,,NEUTRAL,,,CORE,,Going second makes your first minion stronger.,ENCHANTMENT
1149,,,,,15001.0,,,,,,,,LOE_018e,,,Trogg No Stupid,,,SHAMAN,,,LOE,,Increased Attack.,ENCHANTMENT
1154,,,,,38804.0,,,,,,,,TB_PickYourFate_9_Ench,,,Fate 9 Ench. Deathrattle bonus,,,NEUTRAL,,,TB,,,ENCHANTMENT
1157,,,,,2614.0,,,,,,,,AT_047e,,,Experienced,,,SHAMAN,,,TGT,,Increased stats.,ENCHANTMENT
1172,,,,,40245.0,,,,,,,,OG_218e,['ENRAGED'],,Enraged,,,NEUTRAL,,,OG,,+3 Attack.,ENCHANTMENT
1174,,,,,38460.0,,,,,,,,OG_118e,,,Renounce Darkness Deck Ench,,,NEUTRAL,,,OG,,,ENCHANTMENT
1180,,,,,39013.0,,,,,,,,OG_316k,,,Shadowy,,,NEUTRAL,,,OG,,1/1.,ENCHANTMENT
1184,,,,,1645.0,,,,,,,,EX1_603e,,,Whipped Into Shape,,,WARRIOR,,,EXPERT1,,+2 Attack.,ENCHANTMENT
1187,,,,,40585.0,,,,,,,,TB_CoOpv3_BOSS3e,['TAG_ONE_TURN_EFFECT'],,Enough!,,,NEUTRAL,,,TB,,Nefarian is <b>Immune</b> this turn.,ENCHANTMENT
1194,,,,,2781.0,,,,,,,,AT_039e,['TAG_ONE_TURN_EFFECT'],,Savage,,,DRUID,,,TGT,,+2 Attack this turn.,ENCHANTMENT
1203,,,,,38509.0,,,,,,,,LOEA04_01eh,,,Temple Escape Enchant,,,NEUTRAL,,,LOE,,,ENCHANTMENT
1211,,,,,2205.0,,,,,,,,GVG_048e,,,Metal Teeth,,,HUNTER,,,GVG,,+2 Attack.,ENCHANTMENT
1212,,,,,38459.0,,,,,,,,OG_118f,,,New Calling,,,NEUTRAL,,,OG,,Cost reduced.,ENCHANTMENT
1218,,,,,42351.0,,,,,,,,XXX_119e,,,Death No Rattle,,,,,,CHEAT,,"Died without triggering <b>Deathrattle</b>, All The Time",ENCHANTMENT
1228,,,,,40762.0,,,,,,,,CFM_020e,,,Raza Enchant,,,NEUTRAL,,,GANGS,,Your <b>Hero Power</b> costs (0).,ENCHANTMENT
1233,,,,,2842.0,,,,,,,,AT_045e,,,Empowering Mist,,,NEUTRAL,,,TGT,,+1/+1.,ENCHANTMENT
1236,,,,,42272.0,,,,,,,,TB_DiscoverMyDeck_Enchantment,,,Discover My Deck Enchant,,,NEUTRAL,,,TB,,,ENCHANTMENT
1239,,,,,39760.0,,,,,,,,KARA_00_06e,['TAG_ONE_TURN_EFFECT'],,Arcanely Powerful,,,NEUTRAL,,,KARA,,+5 Spell Damage.,ENCHANTMENT
1241,,,,,1543.0,,,,,,,,EX1_363e,,,Blessing of Wisdom,,,PALADIN,,,EXPERT1,,"When this minion attacks, the player who blessed it draws a card.",ENCHANTMENT
1243,,,,,38977.0,,,,,,,,TB_BlingBrawl_Blade1e,,,Blingtron's Blade,,,NEUTRAL,,,TB,,"When this breaks, randomly summon a new weapon.",ENCHANTMENT
1245,,,,,2237.0,,,,,,,,GVG_102e,,,Might of Tinkertown,,,NEUTRAL,,,GVG,,+1/+1.,ENCHANTMENT
1247,,,,,1716.0,,,,,,,,NEW1_025e,,,Bolstered,,,NEUTRAL,,,EXPERT1,,Increased Health.,ENCHANTMENT
1251,,,,,1678.0,,,,,,,,TU4f_006o,,,Transcendence,,,NEUTRAL,,,MISSIONS,,"Until you kill Cho's minions, he can't be attacked.",ENCHANTMENT
1258,,,,,1102.0,,,,,,,,CS2_045e,['TAG_ONE_TURN_EFFECT'],,Rockbiter Weapon,,,SHAMAN,,,CORE,,This character has +3 Attack this turn.,ENCHANTMENT
1277,,,,,39270.0,,,,,,,,KAR_702e,,,A Simple Trick,,,NEUTRAL,,,KARA,,+2/+2.,ENCHANTMENT
1282,,,,,38693.0,,,,,,,,TB_PickYourFate_3_Ench,,,Pick Your Fate 3 Ench,,,NEUTRAL,,,TB,,,ENCHANTMENT
1298,,,,,38744.0,,,,,,,,OG_222e,,,Rally,,,PALADIN,,,OG,,+1/+1.,ENCHANTMENT
1299,,,,,38743.0,,,,,,,,LOEA09_2eH,['TAG_ONE_TURN_EFFECT'],,Enraged,,,NEUTRAL,,,LOE,,+5 Attack,ENCHANTMENT
1321,,,,,42154.0,,,,,,,,TB_Blizzcon2016_GoonsEnchant,,,The Grimy Goons,,,NEUTRAL,,,TB,,,ENCHANTMENT
1328,,,,,38672.0,,,"['TB_PickYourFate_9', 'TB_PickYourFate_10', 'TB_PickYourFate_11b', 'TB_PickYourFate_8']",,,,,TB_PickYourFate,,,Pick Your Fate Build Around,,,NEUTRAL,,,TB,,,ENCHANTMENT
1333,,,,,38626.0,,,,,,,,OG_158e,,,Secrets of the Cult,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
1343,,,,,207.0,,,,,,,,CS2_009e,,,Mark of the Wild,,,DRUID,,,CORE,,+2/+2 and <b>Taunt</b>.,ENCHANTMENT
1345,,,,,1168.0,,,,,,,,NEW1_038o,,,Growth,,,NEUTRAL,,,EXPERT1,,Gruul is growing...,ENCHANTMENT
1353,,,,,2307.0,,,,,,,,BRM_020e,,,Draconic Power,,,NEUTRAL,,,BRM,,Increased stats.,ENCHANTMENT
1356,,,,,2721.0,,,,,,,,BRM_033e,,,Dragon Blood,,,NEUTRAL,,,BRM,,+1/+1,ENCHANTMENT
1358,,,,,1853.0,,,,,,,,CS2_041e,['TAUNT'],,Ancestral Infusion,,,SHAMAN,,,CORE,,Taunt.,ENCHANTMENT
1361,,,,,42182.0,,,,,,,,TB_SPT_DPromoEnch3,,,Shield Glare,,,NEUTRAL,,,TB,,Attack changed to 1.,ENCHANTMENT
1370,,,,,39000.0,,,,,,,,OG_293f,,,Dark Guardian,,,NEUTRAL,,,OG,,Increased Stats.,ENCHANTMENT
1378,,,,,40766.0,,,,,,,,KAR_A02_06e2,,,Filled Up,,,NEUTRAL,,,KARA,,+2/+2.,ENCHANTMENT
1383,,,,,40571.0,,,,,,,,CFM_753e,,,Smuggling,,,NEUTRAL,,,GANGS,,+1/+1 from Grimestreet Outfitter.,ENCHANTMENT
1390,,,,,39089.0,,,,,,,,OG_291e,,,Flickering Darkness,,,NEUTRAL,,,OG,,Shadowcaster made this 1/1.,ENCHANTMENT
1410,,,,,1739.0,,,,,,,,CS2_074e,,,Deadly Poison,,,NEUTRAL,,,CORE,,+2 Attack.,ENCHANTMENT
1415,,,,,153.0,,,,,,,,EX1_178ae,,,Rooted,,,DRUID,,,EXPERT1,,+5 Health and <b>Taunt</b>.,ENCHANTMENT
1422,,,,,1685.0,,,,,,,,EX1_366e,,,Justice Served,,,PALADIN,,,EXPERT1,,Has +1/+1.,ENCHANTMENT
1430,,,,,2496.0,,,,,,,,AT_089e,,,Boneguarded,,,NEUTRAL,,,TGT,,Increased Health.,ENCHANTMENT
1440,,,,,2405.0,,,,,,,,PART_006a,,,Switched,,,NEUTRAL,,,GVG,,Attack and Health have been swapped by Reversing Switch.,ENCHANTMENT
1442,,,,,1778.0,,,,,,,,EX1_561e,,,Alexstrasza's Fire,,,NEUTRAL,,,EXPERT1,,Health set to 15.,ENCHANTMENT
1443,,,,,2248.0,,,,,,,,GVG_101e,,,Pure,,,PALADIN,,,GVG,,Increased Stats.,ENCHANTMENT
1445,,,,,42024.0,,,,,,,,KAR_A01_02e,,,Reflection,,,NEUTRAL,,,KARA,,1/1.,ENCHANTMENT
1449,,,,,40789.0,,,,,,,,CFM_694e,,,Trained,,,ROGUE,,,GANGS,,+2/+2.,ENCHANTMENT
1450,,,,,294.0,,,,,,,,EX1_244e,,,Totemic Might,,,SHAMAN,,,CORE,,+2 Health.,ENCHANTMENT
1483,,,,,40431.0,,,,,,,,CFM_626e,,,Fortitude,,,NEUTRAL,,,GANGS,,+3 Health.,ENCHANTMENT
1484,,,,,2622.0,,,,,,,,AT_027e,,,Master Summoner,,,WARLOCK,,,TGT,,Costs (0).,ENCHANTMENT
1487,,,,,2764.0,,,,,,,,AT_034e,,,Laced,,,ROGUE,,,TGT,,Increased Attack.,ENCHANTMENT
1488,,,,,346.0,,,,,,,,Mekka3e,,,Emboldened!,,,NEUTRAL,,,PROMO,,Increased Stats.,ENCHANTMENT
1489,,,,,1177.0,,,,,,,,EX1_604o,,,Berserk,,,WARRIOR,,,EXPERT1,,Increased Attack.,ENCHANTMENT
1490,,,,,258.0,,,,,,,,EX1_590e,,,Shadows of M'uru,,,NEUTRAL,,COMMON,EXPERT1,,This minion has consumed Divine Shields and has increased Attack and Health.,ENCHANTMENT
1493,,,,,1668.0,,,,,,,,CS2_017o,['TAG_ONE_TURN_EFFECT'],,Claws,,,DRUID,,,CORE,,Your hero has +1 Attack this turn.,ENCHANTMENT
1494,,,,,2173.0,,,,,,,,GVG_023a,,,Extra Sharp,,,NEUTRAL,,,GVG,,+1 Attack.,ENCHANTMENT
1496,,,,,38495.0,,,,,,,,LOEA01_11he,,,Heroic Mode,,,NEUTRAL,,,LOE,,+3/+3 if Phaerix controls the Rod.,ENCHANTMENT
1501,,,,,42161.0,,,,,,,,CFM_699e,['TAG_ONE_TURN_EFFECT'],,Seadevil Enchant,,,NEUTRAL,,,GANGS,,,ENCHANTMENT
1502,,,,,15323.0,,,,,,,,LOE_030e,,,Hollow,,,NEUTRAL,,,LOE,,Stats copied.,ENCHANTMENT
1505,,,,,40290.0,,,,,,,,TB_CoOpv3_009e,['TAUNT'],,Going Nova,,,NEUTRAL,,,TB,,It's about to blow!,ENCHANTMENT
1511,,,,,2272.0,,,,,,,,GVG_068a,['AURA'],,Metabolized Magic,,,NEUTRAL,,,GVG,,Increased Attack.,ENCHANTMENT
1525,,,,,38954.0,,,,,,,,TB_PickYourFate_Confused,,,Fate,,,NEUTRAL,,,TB,,Attack and Health swap at end of each turn.,ENCHANTMENT
1537,,,,,39296.0,,,,,,,,KARA_05_01e,,,Trembling Before the Wolf,,,NEUTRAL,,,KARA,,Shrunk to a 1/1.,ENCHANTMENT
1540,,,,,9340.0,,,,,,,,LOE_017e,,,Watched,,,PALADIN,,,LOE,,Stats changed to 3/3.,ENCHANTMENT
1541,,,,,2778.0,,,,,,,,AT_021e,,,Felrage,,,WARLOCK,,,TGT,,Increased stats.,ENCHANTMENT
1542,,,,,40573.0,,,,,,,,CFM_754e,,,Smuggling,,,NEUTRAL,,,GANGS,,Increased stats from Grimy Gadgeteer.,ENCHANTMENT
1553,,,,,2285.0,,,,,,,,BRM_003e,['TAG_ONE_TURN_EFFECT'],,Dragon's Might,,,MAGE,,,BRM,,Costs (3) less this turn.,ENCHANTMENT
1556,,,,,38323.0,,,,,,,,LOE_019e,,,Unearthed Raptor,,,ROGUE,,,LOE,,,ENCHANTMENT
1563,,,,,39507.0,,,,,,,,KAR_036e,,,Eating,,,NEUTRAL,,,KARA,,Increased Health.,ENCHANTMENT
1572,,,,,2196.0,,,,,,,,GVG_030ae,,,Attack Mode,,,DRUID,,,GVG,,+1 Attack.,ENCHANTMENT
1581,,,,,1718.0,,,,,,,,EX1_103e,,,Mrghlglhal,,,NEUTRAL,,,EXPERT1,,+2 Health.,ENCHANTMENT
1583,,,,,41526.0,,,,,,,,CFM_853e,,,Smuggling,,,NEUTRAL,,,GANGS,,+1/+1 from Grimestreet Smuggler.,ENCHANTMENT
1584,,,,,1752.0,,,,,,,,CS2_221e,,,Sharp!,,,NEUTRAL,,,EXPERT1,,+2 Attack from Spiteful Smith.,ENCHANTMENT
1588,,,,,40960.0,,,,,,,,CFM_661e,['TAG_ONE_TURN_EFFECT'],,Shrunk,,,PRIEST,,,GANGS,,-3 Attack this turn.,ENCHANTMENT
1589,,,,,2735.0,,,,,,,,AT_119e,,,Inspired,,,NEUTRAL,,,TGT,,Increased stats.,ENCHANTMENT
1603,,,,,40061.0,,,,,,,,KARA_08_02eH,,,Nether Rage,,,NEUTRAL,,,KARA,,+8 Attack.,ENCHANTMENT
1605,,,,,38974.0,,,,,,,,TB_BlingBrawl_Hero1e,,,Sharpened,,,ROGUE,,,TB,,+1 Attack,ENCHANTMENT
1616,,,,,726.0,,,,,,,,EX1_409e,,,Upgraded,,,WARRIOR,,,EXPERT1,,+1 Attack and +1 Durability.,ENCHANTMENT
1622,,,,,2755.0,,,,,,,,AT_068e,,,Bolstered,,,WARRIOR,,,TGT,,+2/+2.,ENCHANTMENT
1630,,,,,40033.0,,,"['TB_ClassRandom_Warrior', 'TB_ClassRandom_Warlock', 'TB_ClassRandom_Shaman', 'TB_ClassRandom_Rogue', 'TB_ClassRandom_Priest', 'TB_ClassRandom_Paladin', 'TB_ClassRandom_Mage', 'TB_ClassRandom_Hunter', 'TB_ClassRandom_Druid']",,,,,TB_ClassRandom_PickSecondClass,,,Pick your second class,,,NEUTRAL,,,TB,,,ENCHANTMENT
1634,,,,,39881.0,,,,,,,,TB_Superfriends001e,,,Facilitated,,,ROGUE,,,TB,,The next legend you cast this turn costs (3) less.,ENCHANTMENT
1636,,,,,2215.0,,,,,,,,NAX15_04a,,,Slave of Kel'Thuzad,,,NEUTRAL,,,NAXX,,MINE!,ENCHANTMENT
1637,,,,,38959.0,,,,,,,,OG_254e,,,Secretly Sated,,,NEUTRAL,,,OG,,Increased stats.,ENCHANTMENT
1639,,,,,2331.0,,,,,,,,BRMA05_3e,,,Living Bomb,,,NEUTRAL,,,BRM,,"On Geddon's turn, deal 5 damage to all of your stuff.",ENCHANTMENT
1645,,,,,2231.0,,,,,,,,GVG_036e,,,Powered,,,SHAMAN,,,GVG,,+2/+2.,ENCHANTMENT
1646,,,,,40790.0,,,,,,,,CFM_342e,,,Looted Blade,,,ROGUE,,,GANGS,,+4/+4.,ENCHANTMENT
1653,,,,,1521.0,,,,,,,,EX1_411e,,,Bloodrage,,,WARRIOR,,,EXPERT1,,No durability loss.,ENCHANTMENT
1659,,,,,40844.0,,,,,,,,CFM_685e,,,Smuggling,,,NEUTRAL,,,GANGS,,+5/+5 from Don Han'Cho.,ENCHANTMENT
1663,,,,,535.0,,,,,,,,EX1_507e,,,Mrgglaargl!,,,NEUTRAL,,,EXPERT1,,+2/+1 from Murloc Warleader.,ENCHANTMENT
1664,,,,,38936.0,,,,,,,,OG_080ae,,,Bloodthistle,,,NEUTRAL,,,OG,,Costs (2) less.,ENCHANTMENT
1668,,,,,39017.0,,,,,,,,TB_PickYourFate_9_EnchMinion,,,Bonus,,,NEUTRAL,,,TB,,Your <b>Deathrattle</b> minions have +1/+1.,ENCHANTMENT
1670,,,,,1625.0,,,,,,,,CS2_073e2,,,Cold Blood,,,ROGUE,,,EXPERT1,,+4 Attack.,ENCHANTMENT
1685,,,,,3000.0,,,,,,,,LOE_105e,,,Explorer's Hat,,,HUNTER,,,LOE,,+1/+1. <b>Deathrattle:</b> Add an Explorer's Hat to your hand.,ENCHANTMENT
1693,,,,,40427.0,,,,,,,,TB_DeckRecipe_MyDeckID,,,My Deck ID,,,NEUTRAL,,,TB,,,ENCHANTMENT
1694,,,,,36751.0,,,,,,,,TB_GreatCurves_01,,,TB_ClockworkCardDealer,,,NEUTRAL,,,TB,,,ENCHANTMENT
1699,,,,,39293.0,,,,,,,,TB_SPT_Minion1e,,,Will of Stormwind,,,NEUTRAL,,,TB,,Stormwind is granting this card Health.,ENCHANTMENT
1700,,,,,2679.0,,,,,,,,BRMA05_3He,,,Living Bomb,,,NEUTRAL,,,BRM,,"On Geddon's turn, deal 10 damage to all of your stuff.",ENCHANTMENT
1701,,,,,2174.0,,,,,,,,GVG_069a,,,Repairs!,,,PRIEST,,,GVG,,+4 Health.,ENCHANTMENT
1704,,,,,40396.0,,,,,,,,CFM_614e,,,Savage Mark,,,NEUTRAL,,,GANGS,,+1/+1.,ENCHANTMENT
1711,,,,,2844.0,,,,,,,,AT_045ee,,,Mistcaller Deck Ench,,,NEUTRAL,,,TGT,,,ENCHANTMENT
1712,,,,,39295.0,,,,,,,,TB_SPT_Minion2e,,,Emboldened,,,NEUTRAL,,,TB,,Standard Bearer is granting +2 Attack to this minion.,ENCHANTMENT
1714,,,,,169.0,,,,,,,,EX1_379e,,,Repentance,,,PALADIN,,,EXPERT1,,Health reduced to 1.,ENCHANTMENT
1715,,,,,39895.0,,,,,,,,TB_Superfriends002e,,,Draw Offensive Play,,,ROGUE,,,TB,,"Draw Offensive Play on first, third, and fifth turn",ENCHANTMENT
1717,,,,,1626.0,,,,,,,,CS2_073e,,,Cold Blood,,,ROGUE,,,EXPERT1,,+2 Attack.,ENCHANTMENT
1719,,,,,566.0,,,,,,,,EX1_611e,,,Trapped,,,HUNTER,,,EXPERT1,,Will be <b>Frozen</b> again at the start of the next turn.,ENCHANTMENT
1730,,,,,42152.0,,,,,,,,TB_Blizzcon2016_LotusEnchant,,,The Jade Lotus,,,NEUTRAL,,,TB,,,ENCHANTMENT
1732,,,,,1644.0,,,,,,,,CS2_083e,['TAG_ONE_TURN_EFFECT'],,Sharpened,,,ROGUE,,,CORE,,+1 Attack this turn.,ENCHANTMENT
1751,,,,,1815.0,,,,,,,,FP1_023e,,,Power of the Ziggurat,,,PRIEST,,,NAXX,,+3 Health.,ENCHANTMENT
1759,,,,,42059.0,,,,,,,,CFM_621e2,,,Goldthorn,,,NEUTRAL,,,GANGS,,+4 Health.,ENCHANTMENT
1763,,,,,41840.0,,,,,,,,CFM_658e,,,Cut Off,,,NEUTRAL,,,GANGS,,Increased Attack.,ENCHANTMENT
1765,,,,,616.0,,,,,,,,CS2_104e,,,Rampage,,,WARRIOR,,,EXPERT1,,+3/+3.,ENCHANTMENT
1780,,,,,39961.0,,,,,,,,KARA_08_02e,,,Nether Rage,,,NEUTRAL,,,KARA,,+3 Attack.,ENCHANTMENT
1787,,,,,2759.0,,,,,,,,AT_071e,,,Alexstrasza's Boon,,,WARRIOR,,,TGT,,+1 Attack and <b>Charge</b>.,ENCHANTMENT
1791,,,,,2268.0,,,,,,,,GVG_057a,['TAG_ONE_TURN_EFFECT'],,Seal of Light,,,NEUTRAL,,,GVG,,+2 Attack this turn.,ENCHANTMENT
1798,,,,,931.0,,,,,,,,EX1_619e,,,Equality,,,PALADIN,,,EXPERT1,,Health changed to 1.,ENCHANTMENT
1819,,,,,516.0,,,,,,,,EX1_565o,,,Flametongue,,,SHAMAN,,,CORE,,+2 Attack from Flametongue Totem.,ENCHANTMENT
1823,,,,,978.0,,,,,,,,CS2_181e,,,Full Strength,,,NEUTRAL,,,EXPERT1,,This minion has +2 Attack.,ENCHANTMENT
1826,,,,,38948.0,,,,,,,,OG_284e,,,Geomancy,,,NEUTRAL,,,OG,,Has <b>Taunt</b>.,ENCHANTMENT
1834,,,,,38589.0,,,,,,,,LOEA06_03eh,,,Animated,,,NEUTRAL,,,LOE,,+3/+3 and <b>Taunt</b>.,ENCHANTMENT
1835,,,,,1712.0,,,,,,,,DS1_178e,,,Charge,,,HUNTER,,,CORE,,Tundra Rhino grants <b>Charge</b>.,ENCHANTMENT
1837,,,,,803.0,,,,,,,,CS2_092e,,,Blessing of Kings,,,PALADIN,,,CORE,,+4/+4.,ENCHANTMENT
1842,,,,,2485.0,,,,,,,,AT_061e,['TAG_ONE_TURN_EFFECT'],,Lock and Load,,,HUNTER,,,TGT,,,ENCHANTMENT
1855,,,,,722.0,,,,,,,,DS1_070o,,,Master's Presence,,,HUNTER,,,CORE,,+2/+2 and <b>Taunt</b>.,ENCHANTMENT
1863,,,,,185.0,,,,,,,,CS2_059o,,,Blood Pact,,,WARLOCK,,,EXPERT1,,Increased Health.,ENCHANTMENT
1873,,,,,42087.0,,,,,,,,CFM_611e2,,,Demonic Draught,,,NEUTRAL,,,GANGS,,+3/+3.,ENCHANTMENT
1875,,,,,38331.0,,,,,,,,OG_047e,['TAG_ONE_TURN_EFFECT'],,Spines,,,DRUID,,COMMON,OG,,+4 Attack this turn.,ENCHANTMENT
1878,,,,,1898.0,,,,,,,,NAX13_02e,,,Polarity,,,NEUTRAL,,,NAXX,,Attack and Health swapped.,ENCHANTMENT
1897,,,,,40832.0,,,,,,,,KAR_A02_09eH,,,Table Set,,,NEUTRAL,,,KARA,,+2/+2.,ENCHANTMENT
1898,,,,,2516.0,,,,,,,,AT_075e,,,Might of the Hostler,,,PALADIN,,,TGT,,Warhorse Trainer is granting this minion +1 Attack.,ENCHANTMENT
1900,,,,,38915.0,,,,,,,,OG_313e,,,Addled,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
1917,,,,,38964.0,,,,,,,,OG_121e,,,Dark Power,,,NEUTRAL,,,OG,,Your next spell costs Health instead of Mana.,ENCHANTMENT
1919,,,,,40966.0,,,,,,,,TB_KaraPortal_003,['TAG_ONE_TURN_EFFECT'],,Saddened Hero Enchant,,,NEUTRAL,,,TB,,Give can't attack this turn to enemy minions.,ENCHANTMENT
1923,,,,,2570.0,,,,,,,,AT_017e,,,Twilight's Embrace,,,NEUTRAL,,,TGT,,+1 Attack and <b>Taunt</b>.,ENCHANTMENT
1935,,,,,39836.0,,,,,,,,EX1_393e,['ENRAGED'],,Enraged,,,NEUTRAL,,,EXPERT1,,+3 Attack.,ENCHANTMENT
1938,,,,,2866.0,,,,,,,,BRMC_98e,,,Dragonlust,,,NEUTRAL,,,TB,,+3 Attack.,ENCHANTMENT
1947,,,,,2164.0,,,,,,,,GVG_010b,,,Velen's Chosen,,,NEUTRAL,,,GVG,,+2/+4 and <b>Spell Damage +1</b>.,ENCHANTMENT
1948,,,,,38694.0,,,,,,,,TB_PickYourFate_4_Ench,,,Pick Your Fate 4 Ench,,,NEUTRAL,,,TB,,,ENCHANTMENT
1956,,,,,638.0,,,,,,,,EX1_158e,,,Soul of the Forest,,,DRUID,,,EXPERT1,,Deathrattle: Summon a 2/2 Treant.,ENCHANTMENT
1980,,,,,39957.0,,,,,,,,TB_YoggServant_Enchant,,,Yogg Servant Hero Enchant,,,NEUTRAL,,,TB,,,ENCHANTMENT
2004,,,,,2714.0,,,,,,,,AT_029e,,,Extra Stabby,,,NEUTRAL,,,TGT,,+1 Attack,ENCHANTMENT
2006,,,,,1680.0,,,,,,,,EX1_536e,,,Upgraded,,,HUNTER,,,EXPERT1,,Increased Durability.,ENCHANTMENT
2008,,,,,40765.0,,,,,,,,KAR_A02_06He,,,Filled Up,,,NEUTRAL,,,KARA,,+3/+3.,ENCHANTMENT
2014,,,,,1926.0,,,,,,,,NAX11_04e,,,Mutating Injection,,,NEUTRAL,,,NAXX,,+4/+4 and <b>Taunt</b>.,ENCHANTMENT
2042,,,,,2250.0,,,,,,,,GVG_123e,,,Overclocked,,,MAGE,,,GVG,2.0,Spell Damage +2.,ENCHANTMENT
2045,,,,,1749.0,,,,,,,,EX1_623e,,,Infusion,,,PRIEST,,,EXPERT1,,+3 Health.,ENCHANTMENT
2046,,,,,1544.0,,,,,,,,EX1_363e2,,,Blessing of Wisdom,,,PALADIN,,,EXPERT1,,"When this minion attacks, the enemy player draws a card.",ENCHANTMENT
2055,,,,,1896.0,,,,,,,,NAX12_04e,['TAG_ONE_TURN_EFFECT'],,Enrage,,,NEUTRAL,,,NAXX,,+6 Attack this turn.,ENCHANTMENT
2065,,,,,917.0,,,,,,,,CS2_063e,,,Corruption,,,WARLOCK,,,CORE,,"At the start of the corrupting player's turn, destroy this minion.",ENCHANTMENT
2070,,,,,1676.0,,,,,,,,TU4f_004o,,,Legacy of the Emperor,,,NEUTRAL,,,MISSIONS,,Has +2/+2. <i>(+2 Attack/+2 Health)</i>,ENCHANTMENT
2079,,,,,38692.0,,,,,,,,TB_PickYourFate_2_Ench,,,Pick Your Fate 2 Ench,,,NEUTRAL,,,TB,,,ENCHANTMENT
