,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
743,5.0,,,5.0,631.0,,"[100, 800, 20, 100]",,,Summoning a doomguard is risky. <i>Someone</i> is going to die.,7.0,,EX1_310,"['BATTLECRY', 'CHARGE']",,Doomguard,,,WARLOCK,DEMON,RARE,EXPERT1,,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION
744,3.0,,,3.0,608.0,,,,,They always have a spare flask of Sunwell Energy Drink™!,2.0,Unlocked at Priest Level 53.,EX1_019,['BATTLECRY'],,Shattered Sun Cleric,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,CORE,,<b>Battlecry:</b> Give a friendly minion +1/+1.,MINION
747,4.0,,,4.0,41653.0,,,,,,4.0,,TB_Coopv3_104_NewClasses,['BATTLECRY'],,Main Tank,,,NEUTRAL,,,TB,,"<b>Battlecry:</b> Give all other minions +2/+2, except the <b>Boss</b>.",MINION
750,3.0,,,4.0,1737.0,,"[100, 800, 20, 100]",,,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,3.0,,EX1_274,,,Ethereal Arcanist,,,MAGE,,RARE,EXPERT1,,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION
751,3.0,,,1.0,1766.0,,,,,,1.0,,CRED_06,,,Derek Sakamoto,,,NEUTRAL,,LEGENDARY,CREDITS,,<i>The notorious Footclapper.</i>,MINION
752,4.0,,,4.0,39561.0,,,,,,2.0,,KARA_06_01,,,Romulo,,,NEUTRAL,,,KARA,,Julianne is <b>Immune</b>.,MINION
753,5.0,,,5.0,2504.0,,"[100, 800, 20, 100]",,,Just could not be talked out of using his turtle for the joust...,5.0,,AT_104,['BATTLECRY'],,Tuskarr Jouster,,,PALADIN,,RARE,TGT,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",MINION
755,3.0,,,5.0,40387.0,,,,,,3.0,,TB_Coopv3_103,,,Intrepid Dragonstalker,,,NEUTRAL,,,TB,,"Whenever ANY player plays a card, gain +1/+1.",MINION
758,3.0,,,4.0,34.0,,"[40, 400, 5, 50]",,HORDE,"The first time they tried to guard Silvermoon against the scourge, it didn’t go so well…",3.0,,EX1_023,['DIVINE_SHIELD'],,Silvermoon Guardian,,,NEUTRAL,,COMMON,EXPERT1,,<b>Divine Shield</b>,MINION
763,2.0,,,3.0,42158.0,,,,,,2.0,,TB_SPT_DPromoMinion,['DEATHRATTLE'],,Hell Bovine,,,NEUTRAL,DEMON,,TB,,<b>Deathrattle:</b> Place a copy of this card in your deck.,MINION
764,2.0,,,1.0,2286.0,,"[40, 400, 5, 50]",,,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",1.0,"Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_004,['BATTLECRY'],,Twilight Whelp,,,PRIEST,DRAGON,COMMON,BRM,,"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.",MINION
765,2.0,,,3.0,453.0,,"[100, 800, 20, 100]",,,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",3.0,,EX1_103,['BATTLECRY'],,Coldlight Seer,,,NEUTRAL,MURLOC,RARE,EXPERT1,,<b>Battlecry:</b> Give your other Murlocs +2 Health.,MINION
767,0.0,,,1.0,469.0,,"[40, 400, 5, 50]",,,Imps are content to hide and viciously taunt everyone nearby.,1.0,,CS2_059,['STEALTH'],,Blood Imp,,,WARLOCK,DEMON,COMMON,EXPERT1,,"[x]  <b>Stealth</b>. At the end of your  
turn, give another random
 friendly minion +1 Health.",MINION
771,3.0,,,2.0,614.0,,"[40, 400, 5, 50]",,,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",2.0,,EX1_608,['AURA'],,Sorcerer's Apprentice,,,MAGE,,COMMON,EXPERT1,,Your spells cost (1) less.,MINION
773,3.0,,,3.0,755.0,,"[400, 1600, 100, 400]",,,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",3.0,,EX1_590,['BATTLECRY'],,Blood Knight,,,NEUTRAL,,EPIC,EXPERT1,,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,MINION
775,2.0,,,3.0,19523.0,,,,,,2.0,,TBST_004,,,OLDLegit Healer,,,NEUTRAL,,,TB,,"At the end of your turn, summon a random friendly minion that died this turn.",MINION
777,4.0,,,5.0,38722.0,,"[1600, 3200, 400, 1600]",,,Hallazeals all your dallazamage.,6.0,,OG_209,,,Hallazeal the Ascended,,,SHAMAN,,LEGENDARY,OG,,"Whenever your spells deal damage, restore that much Health to your hero.",MINION
778,1.0,,,1.0,39004.0,,,,,,1.0,,OG_061t,,,Mastiff,,,HUNTER,BEAST,,OG,,,MINION
779,2.0,,,3.0,2288.0,,"[40, 400, 5, 50]",,,"His imp gang likes to sneak into Stormwind to spraypaint ""Ragnaros Rulez"" on the Mage Tower.",4.0,"Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_006,,,Imp Gang Boss,,,WARLOCK,DEMON,COMMON,BRM,,"Whenever this minion takes damage, summon a 1/1 Imp.",MINION
780,2.0,,,5.0,42213.0,,"[100, 800, 20, 100]",,,,2.0,,CFM_668t2,['BATTLECRY'],,Doppelgangster,,,NEUTRAL,,RARE,GANGS,,<b>Battlecry:</b> Summon 2 copies of this minion.,MINION
781,4.0,,,6.0,759.0,,"[100, 800, 20, 100]",,ALLIANCE,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,5.0,,EX1_032,"['DIVINE_SHIELD', 'TAUNT']",,Sunwalker,,,NEUTRAL,,RARE,EXPERT1,,"<b>Taunt</b>
<b>Divine Shield</b>",MINION
784,6.0,,,6.0,2544.0,,"[400, 1600, 100, 400]",,,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",6.0,,AT_008,,,Coldarra Drake,,,MAGE,DRAGON,EPIC,TGT,,You can use your Hero Power any number of times.,MINION
788,2.0,,,2.0,40949.0,,"[40, 400, 5, 50]",,,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",2.0,,CFM_659,['BATTLECRY'],,Gadgetzan Socialite,,{'REQ_TARGET_IF_AVAILABLE': 0},NEUTRAL,,COMMON,GANGS,,<b>Battlecry:</b> Restore 2 Health.,MINION
795,2.0,,,1.0,40299.0,,"[40, 400, 5, 50]",,,I'll tell you one thing he doesn't lack: GUMPTION.,1.0,,CFM_066,['BATTLECRY'],,Kabal Lackey,,,MAGE,,COMMON,GANGS,,"[x]<b>Battlecry:</b> The next <b>Secret</b>
you play this turn costs (0).",MINION
800,0.0,,,2.0,1147.0,,"[1600, 3200, 400, 1600]",,,"Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).",4.0,,EX1_557,,,Nat Pagle,,,NEUTRAL,,LEGENDARY,EXPERT1,,"At the start of your turn, you have a 50% chance to draw an extra card.",MINION
801,2.0,,,3.0,39384.0,,,,,,6.0,,KAR_A10_03,['AUTOATTACK'],,Black Rook,,,NEUTRAL,,,KARA,,<b>Auto-Attack:</b> Deal 2 damage to the enemies opposite this minion.,MINION
802,2.0,,,2.0,42071.0,,,,,,2.0,,CFM_621_m4,,,Kabal Demon,,,NEUTRAL,DEMON,,GANGS,,,MINION
805,4.0,,,4.0,2613.0,,"[100, 800, 20, 100]",,,It's nice to find a real craftsman in this day and age of mass-produced totems.,4.0,,AT_047,['BATTLECRY'],,Draenei Totemcarver,,,SHAMAN,,RARE,TGT,,<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,MINION
808,0.0,,,1.0,39433.0,,"[40, 400, 5, 50]",,,Oh man! Runic omelettes are the best!,2.0,"Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_029,['DEATHRATTLE'],,Runic Egg,,,NEUTRAL,,COMMON,KARA,,<b>Deathrattle:</b> Draw a card.,MINION
809,2.0,,,2.0,37661.0,,,,,,2.0,,LOE_089t,,,Rascally Runt,,,NEUTRAL,,,LOE,,,MINION
810,5.0,,,6.0,2262.0,,"[1600, 3200, 400, 1600]",,,His second greatest regret is summoning an evil Firelord who enslaved his entire people.,5.0,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",BRM_028,,,Emperor Thaurissan,,,NEUTRAL,,LEGENDARY,BRM,,"At the end of your turn, reduce the Cost of cards in your hand by (1).",MINION
811,5.0,,,4.0,40768.0,,,,,,5.0,,KAR_A02_06H,['BATTLECRY'],,Pitcher,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,,KARA,,<b>Battlecry:</b> Give a minion +3/+3.,MINION
812,15.0,,,10.0,42122.0,,,,,,15.0,,CFM_712_t15,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
813,3.0,,,4.0,2889.0,,"[40, 400, 5, 50]",,,"U da man!  No, U da man!",4.0,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_017,['BATTLECRY'],,Keeper of Uldaman,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",PALADIN,,COMMON,LOE,,<b>Battlecry:</b> Set a minion's Attack and Health to 3.,MINION
816,1.0,,,1.0,42072.0,,,,,,1.0,,CFM_621_m5,,,Sheep,,,NEUTRAL,BEAST,,GANGS,,,MINION
817,7.0,,,7.0,9.0,,"[1600, 3200, 400, 1600]",,,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",7.0,,EX1_350,,,Prophet Velen,,,PRIEST,,LEGENDARY,EXPERT1,,Double the damage and healing of your spells and Hero Power.,MINION
818,5.0,,,3.0,40261.0,,,,,,2.0,,KARA_04_05h,['CHARGE'],,Flying Monkey,,,NEUTRAL,,,KARA,,<b>Charge</b>,MINION
819,1.0,,,2.0,490.0,,,,,,3.0,,TU4c_005,,,Hidden Gnome,,,NEUTRAL,,COMMON,MISSIONS,,Was hiding in a barrel!,MINION
822,3.0,,,3.0,39839.0,,"[40, 400, 5, 50]",,,The Murloc is taking the picture.,3.0,"Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_095,['BATTLECRY'],,Zoobot,,,NEUTRAL,MECHANICAL,COMMON,KARA,,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.",MINION
824,20.0,,,10.0,42128.0,,,,,,20.0,,CFM_712_t20,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
828,0.0,,,4.0,39069.0,,,,,,5.0,,TB_KTRAF_5,,,Grand Widow Faerlina,,,NEUTRAL,,LEGENDARY,TB,,Has +1 Attack for each card in your opponent's hand.,MINION
831,6.0,,,6.0,2723.0,,"[400, 1600, 100, 400]",,,A little better than Sea Minus Reaver.,7.0,,AT_130,['TOPDECK'],,Sea Reaver,,,WARRIOR,,EPIC,TGT,,"When you draw this, deal 1 damage to your minions.",MINION
834,4.0,,,2.0,855.0,,"[1600, 3200, 400, 1600]",,,"""I'm gonna light you up, sweetcheeks!""",4.0,,NEW1_029,['BATTLECRY'],,Millhouse Manastorm,,,NEUTRAL,,LEGENDARY,EXPERT1,,<b>Battlecry:</b> Enemy spells cost (0) next turn.,MINION
836,1.0,,,2.0,2435.0,,,,,,4.0,,BRMA17_7,['TAUNT'],,Chromatic Prototype,,,NEUTRAL,,,BRM,,<b>Taunt</b>,MINION
838,10.0,,,5.0,41842.0,,"[1600, 3200, 400, 1600]",,,,10.0,,CFM_324t,['TAUNT'],,The Storm Guardian,,,SHAMAN,,LEGENDARY,GANGS,,<b>Taunt</b>,MINION
839,1.0,,,4.0,700.0,,"[40, 400, 5, 50]",,,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,7.0,,EX1_396,['TAUNT'],,Mogu'shan Warden,,,NEUTRAL,,COMMON,EXPERT1,,<b>Taunt</b>,MINION
840,1.0,,,2.0,351.0,,"[100, 800, 20, 100]",,,"He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",3.0,,NEW1_037,,,Master Swordsmith,,,NEUTRAL,,RARE,EXPERT1,,"At the end of your turn, give another random friendly minion +1 Attack.",MINION
841,1.0,,,1.0,40425.0,,,,,,1.0,,CFM_315t,,,Tabbycat,,,HUNTER,BEAST,,GANGS,,,MINION
843,5.0,,,6.0,287.0,,"[400, 1600, 100, 400]",,,He just wants people to see his vacation photos.,3.0,,NEW1_005,['COMBO'],,Kidnapper,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_FOR_COMBO': 0}",ROGUE,,EPIC,EXPERT1,,<b>Combo:</b> Return a minion to its owner's hand.,MINION
848,1.0,,,1.0,2424.0,,,,,,1.0,,BRMA02_2t,['TAUNT'],,Dark Iron Spectator,,,NEUTRAL,,,BRM,,<b>Taunt</b>,MINION
853,4.0,,,4.0,90.0,,,,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",5.0,Unlocked at Warrior Level 55.,CS2_182,,,Chillwind Yeti,,,NEUTRAL,,COMMON,CORE,,,MINION
855,7.0,,,7.0,3024.0,,,,,,5.0,,CRED_24,,,Dean Ayala,,,NEUTRAL,,LEGENDARY,CREDITS,,You can't lose stars while this is in your deck.,MINION
856,1.0,,,2.0,1133.0,,"[400, 1600, 100, 400]",,,He’s not really that patient. It just takes a while for someone to walk by that he can actually reach.,1.0,,EX1_522,"['POISONOUS', 'STEALTH']",,Patient Assassin,,,ROGUE,,EPIC,EXPERT1,,<b>Stealth</b>. Destroy any minion damaged by this minion.,MINION
857,7.0,,,7.0,38464.0,,"[1600, 3200, 400, 1600]",,,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",7.0,,OG_121,['BATTLECRY'],,Cho'gall,,,WARLOCK,,LEGENDARY,OG,,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,MINION
859,4.0,,,4.0,2724.0,,"[1600, 3200, 400, 1600]",,,Gormok has been giving impaling lessons in a small tent near the tournament grounds.  For only 25g you too could learn the fine art of impaling!,4.0,,AT_122,['BATTLECRY'],,Gormok the Impaler,,{'REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS': 4},NEUTRAL,,LEGENDARY,TGT,,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",MINION
863,2.0,,,6.0,38545.0,,"[100, 800, 20, 100]",,,"For seers, it's very handy to have your crystal ball hanging right in front of your face.",3.0,,OG_161,['BATTLECRY'],,Corrupted Seer,,,NEUTRAL,MURLOC,RARE,OG,,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,MINION
865,2.0,,,5.0,40281.0,,"[40, 400, 5, 50]",,,"It has double the Attack.  ""Go on.""  And double the Health.  ""Yes??""  And its trigger has twice the effect.  ""WHAT???""  And it costs…  Five times more.",6.0,,CFM_060,,,Red Mana Wyrm,,,NEUTRAL,,COMMON,GANGS,,"Whenever  you cast a spell, gain +2 Attack.",MINION
866,1.0,,,1.0,1932.0,,"[40, 400, 5, 50]",,,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",2.0,,GVG_013,['AURA'],,Cogmaster,,,NEUTRAL,,COMMON,GVG,,Has +2 Attack while you have a Mech.,MINION
867,3.0,,,3.0,517.0,,"[100, 800, 20, 100]",,,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",5.0,,EX1_301,"['BATTLECRY', 'TAUNT']",,Felguard,,,WARLOCK,DEMON,RARE,EXPERT1,,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.",MINION
869,2.0,,,3.0,1763.0,,,,,,4.0,,CRED_03,,,Bob Fitch,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Super Taunt</b> <i>(EVERY character must attack this minion.)</i>,MINION
873,29.0,,,10.0,42137.0,,,,,,29.0,,CFM_712_t29,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
874,6.0,,,6.0,2573.0,,"[400, 1600, 100, 400]",,,Hey!  Let me try that...,5.0,,AT_098,['BATTLECRY'],,Sideshow Spelleater,,,NEUTRAL,,EPIC,TGT,,<b>Battlecry:</b> Copy your opponent's Hero Power.,MINION
877,7.0,,,6.0,556.0,,"[1600, 3200, 400, 1600]",,,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",5.0,,EX1_614,,,Illidan Stormrage,,,NEUTRAL,DEMON,LEGENDARY,EXPERT1,,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",MINION
879,7.0,,,10.0,2760.0,,"[1600, 3200, 400, 1600]",,,"Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.",7.0,,AT_072,['BATTLECRY'],,Varian Wrynn,,,WARRIOR,,LEGENDARY,TGT,,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.",MINION
883,6.0,,,4.0,2993.0,,,,,,6.0,,LOE_019t2,"['BATTLECRY', 'TAUNT']",,Golden Monkey,,,NEUTRAL,,,LOE,,"<b>Taunt</b>
<b>Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.",MINION
884,7.0,,,5.0,2145.0,,"[1600, 3200, 400, 1600]",,,,4.0,,NAX13_05H,,,Stalagg,,,NEUTRAL,,LEGENDARY,NAXX,,,MINION
885,0.0,,,2.0,2007.0,,"[100, 800, 20, 100]",,,You can usually find these at the totemist's market on Saturdays.,3.0,,GVG_039,,,Vitality Totem,,,SHAMAN,TOTEM,RARE,GVG,,"At the end of your turn, restore 4 Health to your hero.",MINION
890,2.0,,,2.0,3018.0,,,,,,2.0,,CRED_18,,,Becca Abel,,,NEUTRAL,,LEGENDARY,CREDITS,,"Whenever you draw a card, make it Golden.",MINION
894,4.0,,,4.0,39389.0,,,,,,3.0,,KAR_A10_07,['CHARGE'],,Black Knight,,,NEUTRAL,,,KARA,,"<b>Charge</b>.
Can't Attack Heroes.",MINION
899,9.0,,,9.0,2281.0,,"[1600, 3200, 400, 1600]",,,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",7.0,"Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_027,['DEATHRATTLE'],,Majordomo Executus,,,NEUTRAL,,LEGENDARY,BRM,,"<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.",MINION
900,2.0,,,1.0,1785.0,,,,,,3.0,,FP1_006,"['CHARGE', 'DEATHRATTLE']",,Deathcharger,,,NEUTRAL,,,NAXX,,<b>Charge. Deathrattle:</b> Deal 3 damage to your hero.,MINION
901,5.0,,,5.0,39075.0,,,,,,6.0,,TB_KTRAF_11,,,Sapphiron,,,NEUTRAL,DRAGON,LEGENDARY,TB,,"At the start of your turn, <b>Freeze</b> a random enemy minion.",MINION
903,1.0,,,1.0,2779.0,,,,,,1.0,,BRM_006t,,,Imp,,,WARLOCK,DEMON,,BRM,,,MINION
904,4.0,,,8.0,338.0,,"[1600, 3200, 400, 1600]",,,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",9.0,,EX1_414,"['CHARGE', 'ENRAGED']",,Grommash Hellscream,,,WARRIOR,,LEGENDARY,EXPERT1,,"<b>Charge</b>
<b>Enrage:</b> +6 Attack",MINION
907,5.0,,,5.0,40441.0,,"[400, 1600, 100, 400]",,,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",5.0,,CFM_634,['STEALTH'],,Lotus Assassin,,,ROGUE,,EPIC,GANGS,,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",MINION
909,0.0,,,0.0,2444.0,,,,,,5.0,,BRMA04_3H,['DEATHRATTLE'],,Firesworn,,,NEUTRAL,,,BRM,,<b>Deathrattle:</b> Deal 3 damage to the enemy hero for each Firesworn that died this turn.,MINION
914,0.0,,,8.0,16885.0,,,,,,9.0,,LOEA04_25,,,Seething Statue,,,NEUTRAL,,,LOE,,"At the end of your turn, deal 2 damage to all enemies.",MINION
920,2.0,,,3.0,791.0,,"[100, 800, 20, 100]",,ALLIANCE,"""Does anyone have some extra Boar Pelts?""",2.0,,EX1_044,,,Questing Adventurer,,,NEUTRAL,,RARE,EXPERT1,,"Whenever you play a card, gain +1/+1.",MINION
926,7.0,,,6.0,39118.0,,"[100, 800, 20, 100]",,,"Just before he comes into play, there is an AWESOME training montage with C'Thun.",6.0,,OG_339,"['BATTLECRY', 'RITUAL']",,Skeram Cultist,,,NEUTRAL,,RARE,OG,,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,MINION
928,3.0,,,4.0,40741.0,,"[40, 400, 5, 50]",,,She's working on a story!  While skydiving!,3.0,,CFM_851,,,Daring Reporter,,,NEUTRAL,,COMMON,GANGS,,"Whenever your opponent draws a card, gain +1/+1.",MINION
931,5.0,"['DRUID', 'ROGUE', 'SHAMAN']",<b>Battlecry and Deathrattle:</b> Summon a <b>Jade Golem</b>.,6.0,40596.0,,"[1600, 3200, 400, 1600]",,,"Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.",3.0,,CFM_902,"['BATTLECRY', 'DEATHRATTLE', 'JADE_GOLEM']",JADE_LOTUS,Aya Blackpaw,,,NEUTRAL,,LEGENDARY,GANGS,,<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.,MINION
934,2.0,,,1.0,1321.0,,,,,,1.0,,TU4a_002,,,Riverpaw Gnoll,,,NEUTRAL,,COMMON,MISSIONS,,,MINION
935,1.0,,,2.0,2053.0,,"[40, 400, 5, 50]",,,"The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether.",2.0,,GVG_085,"['DIVINE_SHIELD', 'TAUNT']",,Annoy-o-Tron,,,NEUTRAL,MECHANICAL,COMMON,GVG,,"<b>Taunt</b>
<b>Divine Shield</b>",MINION
936,1.0,,,1.0,40501.0,,,,,,1.0,,KAR_026t,['TAUNT'],,Pawn,,,WARRIOR,,,KARA,,<b>Taunt</b>,MINION
937,5.0,,,5.0,42102.0,,,,,,5.0,,CFM_712_t05,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
938,5.0,,,4.0,40607.0,,"[1600, 3200, 400, 1600]",,,"Infamous in the seedy underground card rooms of Gadgetzan, he got his nickname winning the coveted Shark Plushie in the city's first Hearthstone tournament.",4.0,,CFM_808,,,"Genzo, the Shark",,,NEUTRAL,,LEGENDARY,GANGS,,"Whenever this attacks, both players draw until they have 3 cards.",MINION
939,4.0,,,5.0,413.0,,,,ALLIANCE,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,2.0,Unlocked at Paladin Level 51.,CS2_150,['BATTLECRY'],,Stormpike Commando,,"{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,CORE,,<b>Battlecry:</b> Deal 2 damage.,MINION
943,2.0,,,1.0,488.0,,,,,,1.0,,EX1_131t,,,Defias Bandit,,,ROGUE,,,EXPERT1,,,MINION
945,2.0,,,2.0,1073.0,,"[100, 800, 20, 100]",,,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,2.0,,NEW1_019,,,Knife Juggler,,,NEUTRAL,,RARE,EXPERT1,,"[x]After you summon a
minion, deal 1 damage
to a random enemy.",MINION
947,7.0,,,8.0,2047.0,,"[40, 400, 5, 50]",,,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",7.0,,GVG_079,['DIVINE_SHIELD'],,Force-Tank MAX,,,NEUTRAL,MECHANICAL,COMMON,GVG,,<b>Divine Shield</b>,MINION
950,1.0,,,2.0,749.0,,"[1600, 3200, 400, 1600]",,,He's in charge of the Annual Scarlet Monastery Blood Drive!,1.0,,EX1_012,['DEATHRATTLE'],,Bloodmage Thalnos,,,NEUTRAL,,LEGENDARY,EXPERT1,1.0,<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.,MINION
959,6.0,,,5.0,38910.0,,"[1600, 3200, 400, 1600]",,,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",5.0,,OG_309,['BATTLECRY'],,Princess Huhuran,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_DEATHRATTLE': 0}",HUNTER,BEAST,LEGENDARY,OG,,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.,MINION
960,1.0,,,1.0,39383.0,,,,,,6.0,,KAR_A10_01,['AUTOATTACK'],,Black Pawn,,,NEUTRAL,,,KARA,,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,MINION
961,4.0,,,3.0,39173.0,,,,HORDE,,2.0,,KAR_004a,['STEALTH'],,Cat in a Hat,,,HUNTER,BEAST,,KARA,,<b>Stealth</b>,MINION
969,2.0,,,3.0,2585.0,,"[100, 800, 20, 100]",,,Meets monthly with the gladiators to discuss career goals.,5.0,,AT_110,['INSPIRE'],,Coliseum Manager,,,NEUTRAL,,RARE,TGT,,<b>Inspire:</b> Return this minion to your hand.,MINION
971,2.0,,,6.0,38832.0,,"[400, 1600, 100, 400]",,,I like it because it scales.,8.0,,OG_271,,,Scaled Nightmare,,,NEUTRAL,DRAGON,EPIC,OG,,"At the start of your turn, double this minion's Attack.",MINION
972,6.0,,,5.0,1931.0,,"[1600, 3200, 400, 1600]",,,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",2.0,,GVG_014,['BATTLECRY'],,Vol'jin,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",PRIEST,,LEGENDARY,GVG,,<b>Battlecry:</b> Swap Health with another minion.,MINION
978,1.0,,,1.0,1638.0,,,,,,1.0,,TU4e_003,,,Naga Myrmidon,,,NEUTRAL,,COMMON,MISSIONS,,<b></b>,MINION
979,2.0,,,3.0,1784.0,,"[400, 1600, 100, 400]",,,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,2.0,"Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_005,['STEALTH'],,Shade of Naxxramas,,,NEUTRAL,,EPIC,NAXX,,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",MINION
981,7.0,,,7.0,134.0,,"[100, 800, 20, 100]",,ALLIANCE,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",5.0,,CS2_161,['STEALTH'],,Ravenholdt Assassin,,,NEUTRAL,,RARE,EXPERT1,,<b>Stealth</b>,MINION
982,8.0,,,10.0,2512.0,,"[400, 1600, 100, 400]",,,Don't ask him about the beard.  JUST DON'T.,8.0,,AT_120,,,Frost Giant,,,NEUTRAL,,EPIC,TGT,,Costs (1) less for each time you used your Hero Power this game.,MINION
