,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
496,,,,0.0,1697.0,,,,,,,,XXX_023,,,Destroy All Heroes,,,NEUTRAL,,COMMON,CHEAT,,Destroy all heroes.,SPELL
498,,,,0.0,25089.0,,,,,,,,LOEA04_29a,,,Touch It,,,NEUTRAL,,,LOE,,Restore 10 Health to your hero.,SPELL
502,,,,0.0,39874.0,,,,,,,,XXX_101,['ImmuneToSpellpower'],,Set health to full,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,"Set a character's health to full, and removes armour.",SPELL
510,,,,0.0,40546.0,,,,,,,,TB_CoOpv3_013,,,Immolate,,,NEUTRAL,,,TB,,Deal 7 damage to each hero.,SPELL
513,,,,0.0,1581.0,,,,,,,,XXX_007,,,Enable for Attack,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Give a character Charge and make him able to attack!,SPELL
515,,,,0.0,325.0,,,,,,,,EX1_164b,,,Nourish,,,DRUID,,,EXPERT1,,Draw 3 cards.,SPELL
516,,,,1.0,38262.0,,"[40, 400, 5, 50]",,,Golce and Dabbana have a new line of Earth Totems available at vendors everywhere this holiday season.,,,OG_023,,,Primal Fusion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,OG,,Give a minion +1/+1 for each of your Totems.,SPELL
525,,,,3.0,2612.0,,"[100, 800, 20, 100]",,,"Favored by shaman who study the art of restoration and healing, this spell would feel smug, if it had feelings.",,,AT_048,,,Healing Wave,,{'REQ_TARGET_TO_PLAY': 0},SHAMAN,,RARE,TGT,,"Restore #7 Health. Reveal a minion in each deck. If yours costs more, Restore #14 instead.",SPELL
526,,,,5.0,394.0,,"[100, 800, 20, 100]",,,"Pull the pin, count to 5, then shoot.  Then duck.",,,EX1_537,,,Explosive Shot,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",HUNTER,,RARE,EXPERT1,,Deal $5 damage to a minion and $2 damage to adjacent ones.,SPELL
529,,,,4.0,2421.0,,,,,,,,BRM_030t,,,Tail Swipe,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,,BRM,,Deal $4 damage.,SPELL
532,,,,1.0,38377.0,,"[40, 400, 5, 50]",,,The mastiff giggles if you don't hit any ducks.,,,OG_061,,,On the Hunt,,{'REQ_TARGET_TO_PLAY': 0},HUNTER,,COMMON,OG,,"Deal $1 damage.
Summon a 1/1 Mastiff.",SPELL
540,,,,3.0,2874.0,,"[40, 400, 5, 50]",,,Why does a forgotten torch turn into a roaring torch with no provocation?  It's one of life's many mysteries.,,Can be crafted after starting the League of Explorers adventure.,LOE_002,,,Forgotten Torch,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,COMMON,LOE,,Deal $3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,SPELL
544,,,,4.0,40419.0,,"[40, 400, 5, 50]",,,When you really need a job done… but you don't really care if it gets done right.,,,CFM_310,,,Call in the Finishers,,{'REQ_NUM_MINION_SLOTS': 1},SHAMAN,,COMMON,GANGS,,Summon four 1/1 Murlocs.,SPELL
551,,,,1.0,1373.0,,"[40, 400, 5, 50]",,,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,,,EX1_363,,,Blessing of Wisdom,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,EXPERT1,,"Choose a minion. Whenever it attacks, draw a card.",SPELL
552,,,,3.0,2864.0,,,,,,,,BRMC_100,,,Living Bomb,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,TB,,"Choose an enemy minion. If it lives until your next turn, deal $5 damage to all enemies.",SPELL
555,,,,2.0,2093.0,,"[40, 400, 5, 50]",,,"If you're looking to make an ""Emo"" deck, this card is perfect!",,,GVG_015,,,Darkbomb,,{'REQ_TARGET_TO_PLAY': 0},WARLOCK,,COMMON,GVG,,Deal $3 damage.,SPELL
563,,,,4.0,1802.0,,"[40, 400, 5, 50]",,,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",,"Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_019,,,Poison Seeds,,,DRUID,,COMMON,NAXX,,Destroy all minions and summon 2/2 Treants to replace them.,SPELL
569,,,,5.0,39747.0,,"[40, 400, 5, 50]",,,Come to beautiful Ironforge! Where irons are forged and the forges are iron!,,"Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_091,,,Ironforge Portal,,,WARRIOR,,COMMON,KARA,,"Gain 4 Armor.
Summon a random
4-Cost minion.",SPELL
573,,,,0.0,2359.0,,,,,,,,BRMA11_3,,,Burning Adrenaline,,,NEUTRAL,,,BRM,,Deal $2 damage to the enemy hero.,SPELL
574,,,,0.0,2242.0,,,,,,,,XXX_048,,,-1 Durability,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Give a player's weapon -1 Durability.,SPELL
580,,,,1.0,70.0,,,,,"""As in, you MIGHT want to get out of my way."" - Toad Mackle, recently buffed.",,Unlocked at Level 45.,CS2_087,,,Blessing of Might,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,FREE,CORE,,Give a minion +3 Attack.,SPELL
581,,,,2.0,545.0,,,,,This spell blasts you directly in the MIND.,,Unlocked at Level 15.,DS1_233,,,Mind Blast,,,PRIEST,,FREE,CORE,,Deal $5 damage to the enemy hero.,SPELL
585,,,,0.0,38674.0,,,,,,,,TB_PickYourFate_2,,,Fate: Bananas,,,NEUTRAL,,,TB,,"When a minion dies, its owner gets a (1) mana Banana.",SPELL
588,,,,1.0,710.0,,,,,"There's something about this strike that just feels off.  Sinister, even.",,Unlocked at Level 15.,CS2_075,,,Sinister Strike,,,ROGUE,,FREE,CORE,,Deal $3 damage to the enemy hero.,SPELL
591,,,,2.0,904.0,,"[40, 400, 5, 50]",,,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,,,EX1_124,['COMBO'],,Eviscerate,,{'REQ_TARGET_TO_PLAY': 0},ROGUE,,COMMON,EXPERT1,,Deal $2 damage. <b>Combo:</b> Deal $4 damage instead.,SPELL
598,,,,3.0,1023.0,,,,,Shields were invented because Face Block is USELESS.,,Unlocked at Level 28.,EX1_606,,,Shield Block,,,WARRIOR,,COMMON,CORE,,"Gain 5 Armor.
Draw a card.",SPELL
608,,,,4.0,315.0,,,,,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.",,Unlocked at Level 44.,CS2_029,,,Fireball,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,FREE,CORE,,Deal $6 damage.,SPELL
611,,,,4.0,292.0,,,,,"You see, it's all about <i>throughput</i>.",,Unlocked at Level 36.,DS1_183,,,Multi-Shot,,{'REQ_MINIMUM_ENEMY_MINIONS': 2},HUNTER,,FREE,CORE,,Deal $3 damage to two random enemy minions.,SPELL
617,,,,3.0,40841.0,,,,,,,,KARA_13_12H,,,Demonic Presence,,,NEUTRAL,,,KARA,,"Draw 3 cards.
Gain 10 Armor.",SPELL
625,,,,0.0,209.0,,,,,,,,NEW1_008b,,,Ancient Secrets,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,,EXPERT1,,Restore 5 Health.,SPELL
631,,,,0.0,2862.0,,"[40, 400, 5, 50]",,,,,,AT_042b,,,Panther Form,,,DRUID,,COMMON,TGT,,+1/+1 and <b>Stealth</b>,SPELL
635,,,,5.0,841.0,,,,,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",,Unlocked at Level 45.,CS1_112,,,Holy Nova,,,PRIEST,,COMMON,CORE,,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,SPELL
637,,,,2.0,1367.0,,,,,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",,Unlocked at Level 36.,CS2_234,,,Shadow Word: Pain,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_MAX_ATTACK': 3, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,FREE,CORE,,Destroy a minion with 3 or less Attack.,SPELL
638,,,,1.0,40679.0,,"[40, 400, 5, 50]",,,Are you sure these are the crates that are supposed to go to the Gadgetzan petting zoo?,,,CFM_334,,,Smuggler's Crate,,,HUNTER,,COMMON,GANGS,,Give a random Beast in your hand +2/+2.,SPELL
640,,,,0.0,20410.0,,,,,,,,TB_CoOpBossSpell_1,,,Prioritize,,,NEUTRAL,,,TB,,Deal Attack damage to biggest minion.,SPELL
643,,,,0.0,690.0,,,,,,,,EX1_155b,,,Mark of Nature,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,,EXPERT1,,+4 Health and <b>Taunt</b>.,SPELL
645,,,,0.0,42186.0,,,,,,,,XXX_115,,,Destroy Played Cards,,,NEUTRAL,,COMMON,CHEAT,,"Whenever a player summons a minion, destroy it.",SPELL
654,,,,1.0,40371.0,,"[40, 400, 5, 50]",,,"One of the most famous busts in Gadgetzan’s history happened on Smuggler’s Run, where Sergeant Sally apprehended a cadre of Grimy Goons transporting a massive number of illegal fish heads.",,,CFM_305,,,Smuggler's Run,,,PALADIN,,COMMON,GANGS,,Give all minions in your hand +1/+1.,SPELL
656,,,,3.0,773.0,,,,,"8 Health, no waiting.",,Unlocked at Level 15.,CS2_007,,,Healing Touch,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,FREE,CORE,,Restore #8 Health.,SPELL
658,,,,0.0,40031.0,,,,,,,,TB_ClassRandom_Warrior,,,Second Class: Warrior,,,WARRIOR,,,TB,,Add Warrior cards to your deck.,SPELL
661,,,,1.0,2366.0,,,,,,,,BRMA12_7,['EVIL_GLOW'],,Brood Affliction: Bronze,,,NEUTRAL,,,BRM,,"While this is in your hand, Chromaggus' minions cost (1) less.",SPELL
665,,,,0.0,1563.0,,,,,,,,XXX_003,,,Restore 1,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Restore #1 Health to a character.,SPELL
671,,,,0.0,39023.0,,,,,,,,TB_PickYourFate_11b,,,Murloc Bonus,,,NEUTRAL,,,TB,,Summon a 1/1 Murloc at the end of your turn.,SPELL
672,,,,0.0,1566.0,,,,,,,,XXX_006,,,Break Weapon,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Destroy a hero's weapon.,SPELL
678,,,,1.0,233.0,,"[40, 400, 5, 50]",,,Another one bites the dust.,,,EX1_161,,,Naturalize,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,COMMON,EXPERT1,,"Destroy a minion.
Your opponent draws 2 cards.",SPELL
688,,,,0.0,2197.0,,,,,,,,GVG_030b,,,Tank Mode,,,DRUID,,,GVG,,+1 Health.,SPELL
690,,,,0.0,1729.0,,,,,,,,XXX_039,,,Become Hogger,,,NEUTRAL,,,CHEAT,,Become Hogger for Video Recording.,SPELL
692,,,,0.0,808.0,,,,,,,,DREAM_04,,,Dream,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DREAM,,,EXPERT1,,Return a minion to its owner's hand.,SPELL
694,,,,6.0,196.0,,,,,,,Unlocked at Level 23.,NEW1_004,,,Vanish,,,ROGUE,,COMMON,CORE,,Return all minions to their owner's hand.,SPELL
700,,,,1.0,2365.0,,,,,,,,BRMA12_6,['EVIL_GLOW'],,Brood Affliction: Black,,,NEUTRAL,,,BRM,,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.",SPELL
704,,,,0.0,2815.0,,,,,,,,XXX_061,,,Armor 1,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,CHEAT,,Give target Hero +1 Armor,SPELL
711,,,,0.0,39878.0,,,,,,,,XXX_105,['ImmuneToSpellpower'],,Add 8 to Health.,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Adds 8 health to a damaged character. Does NOT heal.,SPELL
713,,,,2.0,2992.0,,,,,,,,LOE_019t,,,Map to the Golden Monkey,,,NEUTRAL,,,LOE,,Shuffle the Golden Monkey into your deck. Draw a card.,SPELL
726,,,,0.0,2227.0,,,,,,,,GVG_032b,,,Gift of Cards,,,DRUID,,,GVG,,Each player draws a card.,SPELL
729,,,,0.0,2387.0,,,,,,,,BRMA14_11,,,Recharge,,,NEUTRAL,,,BRM,,Fill all empty Mana Crystals.,SPELL
737,,,,3.0,39683.0,,,,,,,,KARA_08_05,,,Terrifying Roar,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINIMUM_ENEMY_MINIONS': 1, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,KARA,,Return an enemy minion to your opponent's hand.,SPELL
740,,,,1.0,1099.0,,,,,I see what you did there.,,Unlocked at Level 32.,CS2_003,,,Mind Vision,,,PRIEST,,COMMON,CORE,,Put a copy of a random card in your opponent's hand into your hand.,SPELL
746,,,,4.0,145.0,,"[400, 1600, 100, 400]",,,Sometimes it feels like this is all a game.,,,EX1_345,,,Mindgames,,{'REQ_NUM_MINION_SLOTS': 1},PRIEST,,EPIC,EXPERT1,,"Put a copy of
a random minion from
your opponent's deck into the battlefield.",SPELL
756,,,,3.0,1801.0,,"[40, 400, 5, 50]",,,The one time when duping cards won't get your account banned!,,"Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_018,['SECRET'],,Duplicate,,,MAGE,,COMMON,NAXX,,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",SPELL
757,,,,0.0,41706.0,,,,,,,,TB_CoOpv3_203,,,Meddling Fool!,,,NEUTRAL,,,TB,,Damage the Lorewalker,SPELL
761,,,,1.0,140.0,,"[40, 400, 5, 50]",,,I am not sure how you get demptioned the first time.  It’s a mystery!,,,EX1_136,['SECRET'],,Redemption,,,PALADIN,,COMMON,EXPERT1,,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",SPELL
770,,,,0.0,1591.0,,,,,,,,XXX_017,,,Draw 3 Cards,,,NEUTRAL,,COMMON,CHEAT,,Draw 3 cards.,SPELL
772,,,,5.0,41619.0,,,,,,,,CFM_621t23,,,Shadow Oil,,,NEUTRAL,,,GANGS,,Add 2 random Demons to your hand.,SPELL
785,,,,2.0,38590.0,,,,,,,,LOEA06_03h,,,Animate Earthen,,,NEUTRAL,,,LOE,,Give your minions +3/+3 and <b>Taunt</b>.,SPELL
787,,,,0.0,1758.0,,,,,,,,XXX_042,,,Hand to Deck,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Shuffle a player's hand into his deck.,SPELL
789,,,,10.0,19614.0,,,,,,,,LOEA16_3,,,Lantern of Power,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,LOE,,Give a minion +10/+10.,SPELL
791,,,,2.0,2879.0,,"[40, 400, 5, 50]",,,This is what happens when Rafaam stubs his toe unexpectedly.,,"Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_007,,,Curse of Rafaam,,,WARLOCK,,COMMON,LOE,,"Give your opponent a 'Cursed!' card.
While they hold it, they take 2 damage on their turn.",SPELL
792,,,,1.0,41583.0,,,,,,,,CFM_621t9,,,Shadow Oil,,,NEUTRAL,,,GANGS,,Add a random Demon to your hand.,SPELL
793,,,,4.0,1998.0,,"[400, 1600, 100, 400]",,,"""Hey! Ancestors!"" - Ancestor's call",,,GVG_029,,,Ancestor's Call,,,SHAMAN,,EPIC,GVG,,Put a random minion from each player's hand into the battlefield.,SPELL
796,,,,0.0,2789.0,,,,,,,,AT_037a,,,Living Roots,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,,TGT,,Deal $2 damage.,SPELL
797,,,,0.0,1158.0,,"[400, 1600, 100, 400]",,,"""Be Prepared"" - Rogue Motto",,,EX1_145,,,Preparation,,,ROGUE,,EPIC,EXPERT1,,The next spell you cast this turn costs (3) less.,SPELL
799,,,,5.0,2041.0,,"[40, 400, 5, 50]",,,"""Cobra Shot"" hurts way, way, way more than ""Cobra Cuddle.""",,,GVG_073,,,Cobra Shot,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",HUNTER,,COMMON,GVG,,Deal $3 damage to a minion and the enemy hero.,SPELL
821,,,,0.0,1441.0,,,,,,,,XXX_001,['ImmuneToSpellpower'],,Damage 1,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Deal $1 damage.,SPELL
823,,,,6.0,2654.0,,"[400, 1600, 100, 400]",,,You have to get past the vendors first.  So many are lost to shopping...,,,AT_078,,,Enter the Coliseum,,,PALADIN,,EPIC,TGT,,Destroy all minions except each player's highest Attack minion.,SPELL
832,,,,0.0,38703.0,,,,,,,,TB_PickYourFate_8,,,Spell Bonus,,,NEUTRAL,,,TB,,"Whenever you cast a spell, gain 3 Armor.",SPELL
833,,,,0.0,25398.0,,,,,,,,LOEA16_8,,,Putress' Vial,,,NEUTRAL,,,LOE,,Destroy a random enemy minion.,SPELL
845,,,,1.0,40936.0,,"[100, 800, 20, 100]",,,I hope you didn't disenchant your Shadow Word: Horror!,,,CFM_661,,,Pint-Size Potion,,,PRIEST,,RARE,GANGS,,"[x]Give all enemy minions
-3 Attack this turn only.",SPELL
850,,,,0.0,38987.0,,,,,,,,XXX_065,,,Remove All Immune,,,NEUTRAL,,COMMON,CHEAT,,Remove <b>Immune</b> from ALL characters.,SPELL
851,,,,0.0,35290.0,,,,,,,,BRMA07_2_2c_TB,,,ME SMASH,,,NEUTRAL,,,TB,,Destroy a random enemy minion.,SPELL
861,,,,0.0,25092.0,,,,,,,,LOEA04_30a,,,Take the Shortcut,,,NEUTRAL,,,LOE,,Get 1 turn closer to the Exit! Encounter a 7/7 War Golem.,SPELL
875,,,,3.0,2459.0,,,,,,,,BRMA12_3H,"['EVIL_GLOW', 'ImmuneToSpellpower']",,Brood Affliction: Red,,,NEUTRAL,,,BRM,,"While this is in your hand, take 3 damage at the start of your turn.",SPELL
878,,,,0.0,1727.0,,,,,,,,XXX_030,,,Opponent Disconnect,,,NEUTRAL,,COMMON,CHEAT,,Force your opponnet to disconnect.,SPELL
880,,,,3.0,2323.0,,,,,,,,BRMA_01,,,Flameheart,,,NEUTRAL,,,BRM,,"Draw 2 cards.
Gain 4 Armor.",SPELL
887,,,,0.0,39766.0,,,,,,,,KARA_00_11,,,Evocation,,,MAGE,,,KARA,,Gain 5 Mana Crystals this turn only.,SPELL
889,,,,0.0,25399.0,,,,,,,,LOEA16_9,,,Lothar's Left Greave,,,NEUTRAL,,,LOE,,Deal $3 damage to all enemies.,SPELL
892,,,,0.0,2373.0,,,,,,,,XXX_054,,,Weapon Buff,,,NEUTRAL,,,CHEAT,,Give your Weapon +100/+100,SPELL
898,,,,3.0,2463.0,,,,,,,,BRMA12_7H,['EVIL_GLOW'],,Brood Affliction: Bronze,,,NEUTRAL,,,BRM,,"While this is in your hand, Chromaggus' minions cost (3) less.",SPELL
906,,,,0.0,25084.0,,,,,,,,LOEA04_28,,,A Glowing Pool,,,NEUTRAL,,,LOE,,<b>Drink?</b>,SPELL
908,,,,2.0,2893.0,,"[40, 400, 5, 50]",,,Five years of tap-dancing lessons are FINALLY going to pay off!,,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_021,['SECRET'],,Dart Trap,,,HUNTER,,COMMON,LOE,,"<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy.",SPELL
915,,,,3.0,40847.0,,,,,,,,TB_KaraPortal_001,,,Party Portal!,,{'REQ_MINION_TARGET': 0},NEUTRAL,,FREE,TB,,Summon a random Partygoer.,SPELL
917,,,,0.0,38807.0,,,,,,,,TB_PickYourFate_10,,,Battlecry Bonus,,,NEUTRAL,,,TB,,Your <b>Battlecry</b> minions have +1/+1.,SPELL
924,,,,0.0,39858.0,,,,,,,,TB_Superfriends001,,,Offensive Play,,,NEUTRAL,,,TB,,The next Legendary minion you play and all your other copies cost (3) less.,SPELL
925,,,,0.0,25085.0,,,,,,,,LOEA04_28a,,,Drink Deeply,,,NEUTRAL,,,LOE,,Draw a card.,SPELL
927,,,,3.0,38456.0,,"[100, 800, 20, 100]",,,Most citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.,,,OG_116,['ImmuneToSpellpower'],,Spreading Madness,,,WARLOCK,,RARE,OG,,Deal $9 damage randomly split among ALL characters.,SPELL
930,,,,2.0,17147.0,,,,,,,,LOEA06_03,,,Animate Earthen,,{'REQ_MINIMUM_TOTAL_MINIONS': 1},NEUTRAL,,,LOE,,Give your minions +1/+1 and <b>Taunt</b>.,SPELL
933,,,,3.0,2729.0,,"[40, 400, 5, 50]",,,You might think bashing doesn't take a lot of practice.  It doesn't.,,,AT_064,,,Bash,,{'REQ_TARGET_TO_PLAY': 0},WARRIOR,,COMMON,TGT,,"Deal $3 damage.
Gain 3 Armor.",SPELL
941,,,,3.0,2717.0,,"[40, 400, 5, 50]",,,"""Arf! Arf! Arf!"" - Seal of Champions",,,AT_074,,,Seal of Champions,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,TGT,,"Give a minion
+3 Attack and <b>Divine Shield</b>.",SPELL
942,,,,2.0,239.0,,,,,This would be real handy if your enemy is made of rock.,,Unlocked at Level 36.,CS2_045,,,Rockbiter Weapon,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,FREE,CORE,,Give a friendly character +3 Attack this turn.,SPELL
946,,,,0.0,1746.0,,,,,,,,GAME_005,,,The Coin,,,NEUTRAL,,,CORE,,Gain 1 Mana Crystal this turn only.,SPELL
948,,,,5.0,42069.0,,,,,,,,CFM_621t38,,,Ichor of Undeath,,,NEUTRAL,,,GANGS,,Summon 2 friendly minions that died this game.,SPELL
949,,,,1.0,784.0,,,,,,,,TU4c_002,,,Barrel Toss,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,MISSIONS,,Deal 2 damage.,SPELL
955,,,,7.0,38655.0,,"[400, 1600, 100, 400]",,,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",,,OG_195,['CHOOSE_ONE'],,Wisps of the Old Gods,,,DRUID,,EPIC,OG,,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,SPELL
957,,,,1.0,877.0,,,,,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",,Unlocked at Level 32.,DS1_185,,,Arcane Shot,,{'REQ_TARGET_TO_PLAY': 0},HUNTER,,FREE,CORE,,Deal $2 damage.,SPELL
963,,,,0.0,38288.0,,,,,,,,TB_CoOpBossSpell_3,,,Release Coolant,,,NEUTRAL,,,TB,,"Freeze and deal Attack damage to all minions.
Gain 2 Attack.",SPELL
965,,,,0.0,1564.0,,,,,,,,XXX_004,,,Restore 5,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Restore #5 Health to a character.,SPELL
967,,,,5.0,38843.0,,"[40, 400, 5, 50]",,,"Or if you're too tired, you can just kind of lean against the darkness.",,,OG_273,,,Stand Against Darkness,,,PALADIN,,COMMON,OG,,Summon five 1/1 Silver Hand Recruits.,SPELL
968,,,,0.0,40363.0,,,,,,,,XXX_112,,,Fill Deck,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Fill target hero's deck with random cards.,SPELL
970,,,,0.0,38112.0,,"[40, 400, 5, 50]",,,,,,LOE_115a,,,Raven Idol,,,DRUID,,COMMON,LOE,,<b>Discover</b> a minion.,SPELL
974,,,,1.0,767.0,,"[40, 400, 5, 50]",,,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",,,EX1_245,['SILENCE'],,Earth Shock,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,EXPERT1,,"<b>Silence</b> a minion, then deal $1 damage to it.",SPELL
975,,,,2.0,38439.0,,"[400, 1600, 100, 400]",,,For when your Auchenai Soulpriests call in sick.,,,OG_104,,,Embrace the Shadow,,,PRIEST,,EPIC,OG,,"This turn, your healing effects deal damage instead.",SPELL
977,,,,1.0,41589.0,,,,,,,,CFM_621t3,,,Stonescale Oil,,,NEUTRAL,,,GANGS,,Gain 4 Armor.,SPELL
980,,,,2.0,1026.0,,"[100, 800, 20, 100]",,,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",,,NEW1_036,,,Commanding Shout,,,WARRIOR,,RARE,EXPERT1,,Your minions can't be reduced below 1 Health this turn. Draw a card.,SPELL
992,,,,2.0,42171.0,,,,,,,,TB_SPT_DPromoSecret5,['SECRET'],,Visions of the Amazon,,,WARRIOR,,,TB,,"<b>Secret:</b> When your opponent summons a minion with <b>Battlecry</b>, Summon a Mirror Image for both players.",SPELL
994,,,,8.0,594.0,,"[400, 1600, 100, 400]",,,A grammatically awkward life saver.,,,EX1_354,,,Lay on Hands,,{'REQ_TARGET_TO_PLAY': 0},PALADIN,,EPIC,EXPERT1,,Restore #8 Health. Draw 3 cards.,SPELL
996,,,,0.0,40353.0,,,,,,,,TB_CoOpv3_001,,,Glorious Finale,,,NEUTRAL,,,TB,,The true battle begins....,SPELL
997,,,,1.0,42068.0,,,,,,,,CFM_621t37,,,Ichor of Undeath,,,NEUTRAL,,,GANGS,,Summon a friendly minion that died this game.,SPELL
1000,,,,1.0,974.0,,,,,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,,Unlocked at Level 28.,EX1_308,,,Soulfire,,{'REQ_TARGET_TO_PLAY': 0},WARLOCK,,COMMON,CORE,,"[x]Deal $4 damage.
Discard a random card.",SPELL
1002,,,,1.0,1804.0,,"[40, 400, 5, 50]",,,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",,"Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_020,['SECRET'],,Avenge,,,PALADIN,,COMMON,NAXX,,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",SPELL
1015,,,,2.0,2563.0,,"[100, 800, 20, 100]",,,"""Are you interested in... HEALTH benefits?!""",,,AT_015,,,Convert,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,RARE,TGT,,Put a copy of an enemy minion into your hand.,SPELL
1016,,,,2.0,39239.0,,,,,,,,TB_KTRAF_104,,,Uncover Staff Piece,,,NEUTRAL,,,TB,,Add another piece to your Hero Power.,SPELL
1020,,,,10.0,42070.0,,,,,,,,CFM_621t39,,,Ichor of Undeath,,,NEUTRAL,,,GANGS,,Summon 3 friendly minions that died this game.,SPELL
